-3.2195060807363776E11, -6.8500495986038284E10, 2.9845177815019927E30
3.210604860714126E10, 2.8367717440488916E11, 2.9835785052650687E30
-5.9925599330230255E10, 2.49549208497779E11, 2.984554938764621E30
2.6730142242597147E11, 1.976295272266192E11, 1.9886396472114025E30
2.689311952509616E11, 1.205668329753882E11, 9.934962050260443E29
-1.6346699898264758E11, -2.1083843561533496E11, 1.9892205604757882E30
3.126943136104011E11, -1.4855848457418286E11, 2.9837315047969734E30
-5.681414841083888E10, 2.5334605848580087E11, 2.980332489220273E30
-1.3368682037758865E10, -3.0393345119483484E11, 9.935556353501347E29
-1.1510256597060056E11, 2.9119543916724774E11, 1.988238970601627E30
2.687784931860529E11, -1.6655703663763068E11, 1.9897667374859689E30
1.415838853407307E11, -2.760661874602724E11, 9.949165113911459E29
-3.179946673444997E11, -1.7723171378433502E10, 1.98996981675899E30
-1.8784457849417636E11, -1.8595710542580875E11, 2.979983487237495E30
-2.428556202335234E11, 6.101587474115946E10, 2.983177655842356E30
-2.056475738293951E11, -2.4916300494190805E11, 2.9818271751017585E30
1.2938377002195244E11, -2.6909235152943585E11, 1.9866298187724727E30
2.8804760292169446E11, -3.913202836823033E10, 1.9873236593446233E30
-3.11105592407047E11, -1.457436753101344E11, 2.982792081002904E30
2.7402734193959348E11, 2.71276597368816E10, 9.940985795202181E29
4.2281644608159785E9, -3.2120671186770734E11, 9.948241619177519E29
3.734136176629115E10, -2.9403105002219464E11, 9.952424235047801E29
2.7331019669821487E11, -3.8714519019366937E9, 2.9809848559028755E30
-2.6824847497457587E11, -2.2368454209281915E11, 1.987303699386304E30
-2.708741124866547E11, 2.0843164323716037E11, 2.9821938897560973E30
-2.4194703314478864E11, -1.1950602236512003E11, 9.951664215729036E29
-1.845249213547844E11, -2.3787640875913742E11, 2.9799543605035615E30
-8.599511400267505E10, -3.256290253802413E11, 2.983041009805268E30
2.2387445094546686E11, 2.104529790275348E11, 2.9836843536739106E30
-1.5522991778353546E11, 2.876936655084457E11, 1.9895329490062802E30
-1.5820977401792776E11, -2.2911979422771616E11, 9.946263072168654E29
3.3468636336254083E11, -1.1326167250451275E10, 9.939285339174618E29
1.1328914329690225E11, 2.2775731188705283E11, 9.942581250910564E29
1.6210768672829764E11, 2.317321191104637E11, 1.9891925013457163E30
2.0284162455530286E11, -1.6472631602751074E11, 9.940932074038503E29
-9.284367460604486E10, 2.5529568690435272E11, 1.988993122299659E30
3.015040747867145E11, 1.2194578217291093E11, 9.941254825272357E29
2.0294215356696213E10, 3.381123398533779E11, 9.943166488407184E29
1.2553097896102579E11, 2.5070962959740906E11, 1.9883268890508608E30
-1.492349409032121E11, -2.4736210884011685E11, 9.937289613856038E29
6.623655963705172E11, 2.070988542606717E11, 9.938866333276485E29
