-3.022927768856141E11, 5.531966300662866E11, 1.604374006488404E30
4.1152813249386835E11, -2.3091669416831784E11, 1.673986004395543E30
-5.180473686170028E10, -5.743375829006029E11, 2.150220820816206E30
-2.2088358592921326E11, -3.4550461184868085E11, 1.9932263710027204E30
-1.3164433172470726E11, 6.41229239794545E11, 1.648495112867539E30
-5.724832282230215E11, -2.4565965375938245E11, 1.709165730552259E30
1.0804342260071213E11, -5.302372766555338E11, 1.764009881706948E30
4.701930883176777E11, -1.8386295703121075E11, 2.2521837539562941E30
-2.73079441520714E11, -1.921460626714652E11, 1.9945984906636222E30
-1.425502144635965E10, 4.47280228060443E11, 2.1530204678238234E30
-3.6746765139829987E11, -5.101043252522706E11, 2.2962129111323818E30
-1.2586600916046796E11, -6.377946989442448E11, 1.9940529204328244E30
6.879483163710795E11, -4.179190358399658E10, 1.7681935582426278E30
-1.0774069976287602E11, -5.804383797393483E11, 1.8794541357988985E30
-7.248191969440196E10, -5.302802532778844E11, 1.7126400535724146E30
-4.228657849342947E11, -1.7889721268094022E11, 2.3598011562221804E30
3.714530832704234E11, -3.4377470706324554E10, 2.220939180656949E30
-7.213014218679361E8, -6.446713655098737E11, 2.098817915057286E30
-4.3954033709239606E11, 7.40449136540623E10, 2.1134067421507053E30
-2.3048187399107874E11, 4.914594756236537E11, 2.3778134421486243E30
1.4480320704799863E11, -5.769359147402446E11, 2.2173872410265462E30
2.840871463056563E11, 4.1106528305458856E11, 2.048585398174753E30
-2.2927398581669012E11, -4.98168766371178E11, 2.049942055460496E30
-5.1402147745632477E11, 4.382957337134443E11, 1.8295677838829973E30
3.071510316571191E11, -3.11214710225912E10, 1.9619115387707264E30
-7.028201000612584E8, 2.963611919289683E11, 1.9812599755060733E30
-5.070320861917467E11, 5.577434227879128E10, 2.2644161654501674E30
-2.3891303646681348E11, 5.685152934401688E11, 1.6426863789877587E30
-2.5757963568310193E11, 2.7543163712060516E11, 1.669068766888199E30
1.6153991409969302E11, -3.4680337564244977E11, 1.6319393708294193E30
-1.0722874368408469E11, -4.609438680190843E11, 1.8066661388144635E30
3.6620726810156195E11, -8.26331806685058E10, 2.271918765787617E30
-2.008831355708787E11, 3.872434326871526E11, 2.3852299622665745E30
-5.083597339714664E11, -3.752062408622767E11, 1.615924714438558E30
1.4924464768868524E11, -4.5169229929796246E11, 2.035360969752002E30
-3.4482799473939316E10, 5.502744730293948E11, 1.7629123410399843E30
-3.824805147703924E10, 3.9342228284205426E11, 2.1974265497657202E30
2.9951092266674054E11, -1.4149441720845908E11, 1.78793227202778E30
-2.781974423917796E11, 9.39372882009978E10, 1.9166122149221396E30
5.899261477013584E11, 5.622113036022469E10, 2.3190041474204213E30
5.544444476157972E11, 4.1365260264313727E11, 1.8185158726295233E30
4.211614574730625E11, 4.409733580565883E10, 1.7590872954117638E30
5.268532643600681E10, 4.676070216712185E11, 1.6746865645985629E30
4.47612287283662E11, -5.53418366986336E10, 1.8687857242127147E30
1.5530564541808804E11, 3.371053580945039E11, 2.3152048799764239E30
-2.9028855676316406E10, -3.5037509872613776E11, 2.3586891263384164E30
-1.5542861221705554E11, -2.808069616655021E11, 1.981610904024844E30
-3.8743408778212036E11, -1.2086591194555887E11, 1.8336303697656702E30
9.854919522715771E10, -6.300459006524513E11, 1.928880875830917E30
-3.056288302739302E11, -1.3009576926302948E10, 1.9348166704903129E30
